english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
sundown;coucher;tramonto;日没;pôr-do-sol;заход солнца;puesta del sol;0;0;0;0;0;0;0;0
sundry;divers;diversi;雑貨;diversos;разное;diversos;0;0;0;0;0;0;0;0
sunglass;lunettes de soleil;occhiali da sole;サングラス;oculos de sol;солнечные очки;gafas de sol;0;0;0;0;0;0;0;0
sunglasses;des lunettes de soleil;occhiali da sole;サングラス;oculos de sol;солнечные очки;Gafas de sol;0;0;0;0;0;0;0;0
sunk;coulé;affondato;沈んだ;afundado;погруженный;hundido;0;0;1;1;0;1;0;0
sunless;sans soleil;senza sole;日暮れの;sem sol;тусклый;sin sol;0;0;0;0;0;0;0;0
sunlight;lumière du soleil;luce del sole;太陽光;luz solar;Солнечный лучик;luz de sol;0;0;0;0;0;0;0;0
sunny;ensoleillé;soleggiato;晴れた;ensolarado;солнечно;soleado;0;1;0;0;1;0;1;0
sunrise;lever du soleil;Alba;日の出;nascer do sol;Восход;amanecer;0;0;0;0;0;0;0;0
sunset;le coucher du soleil;tramonto;日没;por do sol;закат солнца;puesta de sol;0;1;0;0;0;0;0;0
sunshine;ensoleillement;luce del sole;日光;brilho do sol;Солнечный свет;sol;0;0;0;0;1;0;0;0
superannuation;retraite;pensione;退職年金;aposentadoria;пенсия по старости;jubilación;0;0;0;0;0;0;0;0
superb;superbe;superbo;素晴らしいです;excelente;превосходный;magnífico;0;0;0;0;0;0;0;0
superficial;superficiel;superficiale;面白い;superficial;поверхностный;superficial;0;0;0;0;0;0;0;0
superfluous;superflu;superfluo;余分な;supérfluo;излишний;superfluo;0;0;0;0;0;0;0;0
superhuman;surhumain;sovrumano;超人;super-humano;сверхчеловеческий;sobrehumano;0;0;0;0;0;0;0;0
superimposed;superposé;sovrapposto;重ね合わされた;sobreposto;наложенный;superpuesto;0;0;0;0;0;0;0;0
superintendent;surveillant général;sovrintendente;監督;superintendente;надзиратель;superintendente;0;0;0;0;0;0;0;0
superior;supérieur;superiore;優れました;superior;превосходящий;superior;0;0;0;0;0;0;0;0
superiority;supériorité;superiorità;優位;superioridade;превосходство;superioridad;0;0;0;0;0;0;0;0
superlative;superlatif;superlativo;最上級;superlativo;превосходная степень;superlativo;0;0;0;0;0;0;0;0
superman;Superman;superuomo;スーパーマン;Super homen;сверхчеловек;superhombre;0;0;0;0;1;0;0;1
supermarket;supermarché;supermercato;スーパーマーケット;supermercado;супермаркет;supermercado;0;0;0;0;0;0;0;0
supernatant;surnageant;surnatante;上清;sobrenadante;надосадочную;flotante;0;0;0;0;0;0;0;0
supernatural;surnaturel;soprannaturale;超自然的;sobrenatural;сверхъестественное;sobrenatural;0;0;0;0;0;0;0;0
superposition;superposition;sovrapposizione;重畳;sobreposição;суперпозиция;superposición;0;0;0;0;0;0;0;0
supersede;remplacer;soppiantare;上書き;substituir;вытеснять;reemplazar;0;0;0;0;0;0;0;0
superstar;superstar;superstar;スーパースター;Super estrela;супер звезда;superestrella;0;0;0;0;1;0;0;1
superstition;superstition;superstizione;迷信;superstição;суеверие;superstición;0;0;0;1;0;0;0;0
superstitious;superstitieux;superstizioso;迷信の;supersticioso;суеверный;supersticioso;0;1;0;1;0;0;0;0
supervise;superviser;sorvegliare;監督する;supervisionar;контролировать;supervisar;0;0;0;0;0;0;0;0
supervision;surveillance;supervisione;監督;supervisão;надзор;supervisión;0;0;0;0;0;0;0;0
supervisor;superviseur;supervisore;監督者;Supervisor;руководитель;supervisor;0;0;0;0;0;0;0;0
supper;souper;cena;晩餐;ceia;ужин;cena;0;0;0;0;0;0;0;0
supplant;supplanter;soppiantare;取って代わる;suplantar;вытеснять;suplantar;0;0;0;0;0;0;0;0
supple;souple;flessibile;しなやか;flexível;податливый;flexible;0;0;0;0;0;0;0;0
supplement;supplément;supplemento;補足;suplemento;дополнение;suplemento;0;0;0;0;0;0;0;0
supplemental;supplémentaire;supplementare;補足的な;suplementar;дополнительный;hecho suplementario;0;0;0;0;0;0;0;0
supplementary;supplémentaire;integrativo;補助的な;complementar;дополнительный;suplementario;0;0;0;0;0;0;0;0
supplication;supplication;supplica;嘆願;súplica;мольба;súplica;0;0;0;0;0;0;0;1
supplies;Provisions;forniture;用品;suprimentos;предметы снабжения;suministros;0;0;0;0;0;0;0;0
supply;la fourniture;fornitura;供給;fornecem;поставка;suministro;0;0;0;0;0;0;0;0
supported;prise en charge;supportato;サポートされる;apoiado;поддержанный;soportado;0;0;0;0;0;0;0;0
supporter;Supporter;sostenitore;サポーター;apoiador;сторонник;seguidor;0;0;0;0;1;0;0;1
supporters;partisans;sostenitori;支持者;apoiantes;сторонников;partidarios;0;0;0;0;0;0;0;0
supporting;justificatif;supporto;サポートする;apoiando;поддержки;secundario;0;0;0;0;0;0;0;1
suppose;supposer;supporre;想定する;suponha;предполагать;suponer;0;0;0;0;0;0;0;0
supposing;supposant;ammesso che;想定;supondo;предположим;suponiendo que;0;0;0;0;0;0;0;0
supposition;supposition;supposizione;想定;suposição;предположение;suposición;0;0;0;0;0;0;0;0
suppress;réprimer;reprimere;抑圧する;suprimir;подавлять;reprimir;1;0;0;1;0;1;0;0
suppression;suppression;repressione;抑制;supressão;подавление;supresión;1;0;1;1;0;0;0;0
supremacy;suprématie;supremazia;覇権;supremacia;примат;supremacía;1;1;0;1;1;0;1;1
supreme;suprême;supremo;最高;supremo;высший;supremo;0;0;0;0;0;0;0;0
supremely;suprêmement;supremamente;最高に;supremamente;в высшей степени;supremamente;0;0;0;0;0;0;0;0
surcharge;surtaxe;sovraccarico;追加料金;sobretaxa;надбавка;recargo;1;0;0;0;0;0;0;0
surety;caution;garanzia;保証人;garantia;поручительство;garantía;0;0;0;0;0;0;0;1
surf;le surf;Surf;サーフ;surfar;прибой;navegar;0;0;0;0;0;0;0;0
surface;surface;superficie;表面;superfície;поверхность;superficie;0;0;0;0;0;0;0;0
surge;poussée;ondata;サージ;aumento;волна;oleada;0;0;0;0;0;0;1;0
surgeon;chirurgien;chirurgo;外科医;cirurgião;врач хирург;cirujano;0;0;0;0;0;0;0;0
surgery;chirurgie;chirurgia;手術;cirurgia;хирургия;cirugía;0;0;0;1;0;1;0;0
surly;bourru;burbero;ひどい;grosseiro;неприветливый;hosco;1;0;1;0;0;0;0;0
surmise;conjecture;congetturare;推測;surpresa;догадка;conjetura;0;0;0;0;0;0;0;0
surname;nom de famille;cognome;姓;sobrenome;фамилия;apellido;0;0;0;0;0;0;0;0
surpassing;surpassant;superando;凌駕する;superando;превосходящие;incomparable;0;0;0;0;0;0;0;0
surplus;surplus;surplus;余剰;excedente;избыток;superávit;0;0;0;0;0;0;0;0
surprise;surprise;sorpresa;驚き;surpresa;сюрприз;sorpresa;0;0;0;1;1;0;1;0
surprised;surpris;sorpreso;驚いた;surpreso;удивленный;sorprendido;0;0;0;0;0;0;1;0
surprising;surprenant;sorprendente;驚くべき;surpreendente;удивительный;sorprendente;0;0;0;0;0;0;1;0
surprisingly;étonnamment;sorprendentemente;驚くほど;surpreendentemente;как ни странно;asombrosamente;0;1;0;0;0;0;1;0
surrender;abandon;resa;降伏;entrega;сдача;Rendición;0;0;0;1;0;1;0;0
surrendering;se rendre;Arrendersi;降伏;rendição;капитуляция;rendirse;0;0;0;0;0;1;0;0
surrogate;substitut;surrogato;代理;substituto;суррогат;sustituto;0;0;0;0;0;0;0;1
surround;entourer;circondare;囲む;surround;окружать;rodear;0;1;0;0;0;0;0;0
surrounding;alentours;circostante;周囲;em torno da;окружающих;rodeando;0;0;0;0;0;0;0;0
surroundings;alentours;dintorni;周囲;arredores;окружение;alrededores;0;0;0;0;0;0;0;0
surveillance;surveillance;sorveglianza;監視;vigilância;наблюдение;vigilancia;0;0;0;1;0;0;0;0
survey;enquête;sondaggio;調査;pesquisa;опрос;encuesta;0;0;0;0;0;0;0;0
surveying;arpentage;agrimensura;測量;levantamento;геодезия;agrimensura;0;0;0;0;0;0;0;0
surveyor;arpenteur;perito;測量人;topógrafo;геодезист;topógrafo;0;0;0;0;0;0;0;0
survival;survie;sopravvivenza;生存;sobrevivência;выживание;supervivencia;0;0;0;0;0;0;0;0
survive;survivre;sopravvivere;生き残ります;sobreviver;уцелеть;sobrevivir;0;0;0;0;0;0;0;0
surviving;survivant;sopravvivendo;生き残る;sobrevivendo;выживающий;sobreviviente;0;0;0;0;0;0;0;0
susceptibility;susceptibilité;suscettibilità;感受性;susceptibilidade;восприимчивость;susceptibilidad;0;0;0;0;0;0;0;0
susceptible;sensible;suscettibile;影響を受けやすいです;suscetível;восприимчивый;susceptible;0;0;0;0;0;0;0;0
suspect;suspect;sospettare;容疑者;suspeito;подозреваемый;sospechar;0;0;0;1;0;0;0;0
suspected;soupçonné;sospetto;疑わしい;suspeitava;подозреваемый;sospecha;0;0;0;0;0;0;0;0
suspend;suspendre;sospendere;サスペンド;suspender;приостановить;suspender;0;0;0;0;0;0;0;0
suspended;suspendu;sospeso;中断した;suspenso;подвешенный;suspendido;0;0;0;0;0;0;0;0
suspenders;bretelles;giarrettiere;サスペンダー;suspensórios;подтяжки;tirantes;0;0;0;0;0;0;0;0
suspense;le suspense;suspense;サスペンス;suspense;неизвестность;suspenso;0;1;0;1;0;0;1;0
suspension;suspension;sospensione;サスペンション;suspensão;подвеска;suspensión;0;0;0;1;0;0;0;0
suspicion;soupçon;sospetto;疑い;suspeita;подозрение;sospecha;0;0;0;1;0;0;0;0
suspicions;soupçons;sospetti;疑い;suspeitas;подозрения;sospechas;0;0;0;0;0;0;0;0
suspicious;méfiant;sospetto;疑わしい;suspeito;подозрительный;suspicaz;1;1;0;0;0;0;0;0
sustained;soutenu;sostenuta;持続する;sustentado;устойчивый;sostenido;0;0;0;0;0;0;0;0
sustenance;subsistance;sostentamento;生計;sustento;средства к существованию;sustento;0;0;0;0;0;0;0;0
suture;suture;suturare;縫合;sutura;сутура;sutura;0;0;0;0;0;0;0;0
swab;écouvillon;tampone;スワブ;cotonete;тампон;torunda;0;0;0;0;0;0;0;0
swag;Style;malloppo, festone;みやげ品;Swag;халява;Swag;0;0;0;0;0;0;0;0
swagger;fanfaronner;pavoneggiarsi;揺さぶる;arrogância;развязность;pavonearse;0;0;0;0;0;0;0;0
swallow;avaler;ingoiare;飲み込む;andorinha;глотать;golondrina;0;0;0;0;0;0;0;0
swamp;marais;palude;沼地;pântano;болотный;pantano;0;0;1;1;0;0;0;0
swamped;submergé;sommerso;沼地の;inundado;заболоченный;hundido;0;0;0;0;0;0;0;0
swampy;marécageux;paludoso;沼地;pantanoso;болотистый;pantanoso;0;0;1;1;0;0;0;0
swan;cygne;cigno;白鳥;cisne;лебедь;cisne;0;0;0;0;0;0;0;0
swap;échanger;scambiare;スワップ;troca;замена;intercambiar;0;0;0;0;0;0;0;0
swarm;essaim;sciame;群れ;enxame;рой;enjambre;0;0;1;0;0;0;0;0
swarming;fourmillement;formicolio;群れ;pululando;рост бактерий на твердой среде;enjambre;0;0;0;0;0;0;0;0
swastika;svastika;svastica;卍;suástica;свастика;esvástica;1;0;0;1;0;0;0;0
sway;balancement;ondeggiare;揺れる;influenciar;раскачивание;influencia;0;0;0;0;0;0;0;0
swear;jurer;giurare;誓う;jurar;клянусь;jurar;0;0;0;0;0;0;0;1
swearing;jurer;giuramento;誓う;jurando;ругань;jurando;0;0;0;0;0;0;0;0
sweat;transpiration;sudore;汗;suor;пот;sudor;0;0;0;1;0;0;0;0
sweater;chandail;maglione;セーター;suéter;свитер;suéter;0;0;0;0;0;0;0;0
sweating;transpiration;sudorazione;発汗;sudando;потение;transpiración;0;0;0;0;0;0;0;0
sweep;balayage;spazzare;スイープ;varrer;подметать;barrer;0;0;0;0;0;0;0;0
sweeping;balayage;radicale;掃く;varrendo;подметание;barrido;0;0;0;0;0;0;0;0
sweet;doux;dolce;甘い;doce;милая;dulce;0;1;0;0;1;0;1;1
sweeten;sucrer;addolcire;甘い;adoçar;подслащивать;endulzar;0;0;0;0;0;0;0;0
sweetened;sucré;zuccherato;甘くされた;adoçado;подслащенный;endulzado;0;0;0;0;0;0;0;0
sweetener;édulcorant;dolcificante;甘味料;adoçante;подсластитель;edulcorante;0;0;0;0;0;0;0;0
sweetheart;amoureux;Tesoro;恋人;amada;возлюбленная;novio;0;1;0;0;1;1;0;1
sweetie;ma chérie;dolcezza;恋人;querida;милая;cariño;0;0;0;0;0;0;0;0
sweetness;douceur;dolcezza;甘味;Doçura;сладость;dulzura;0;0;0;0;0;0;0;0
sweets;bonbons;dolci;お菓子;doces;сладости;dulces;0;1;0;0;1;0;0;0
swell;se gonfler;rigonfiamento;膨らむ;inchar;зыбь;hinchar;0;0;0;0;0;0;0;0
swelling;gonflement;gonfiore;腫れ;inchaço;припухлость;hinchazón;0;0;0;1;0;0;0;0
sweltering;étouffant;soffocante;くつろげる;sufocante;изнуряющей;sofocante;0;0;0;0;0;0;0;0
swerve;embardée;sterzare;それる;desviar;сворачивать;viraje;0;0;0;1;0;0;1;0
swift;rapide;veloce;迅速;rápido;быстрый;rápido;0;0;0;0;0;0;0;0
swiftly;rapidement;rapidamente;素早く;rapidamente;быстро;rápidamente;0;0;0;0;0;0;0;0
swig;lampée;sorsata;泳ぐ;gole;глоток спиртного;trago;0;0;1;0;0;0;0;0
swim;nager;nuotare;泳ぐ;nadar;плавать;nadar;0;1;0;1;1;0;0;0
swimming;la natation;nuoto;水泳;natação;плавание;nadando;0;0;0;0;0;0;0;0
swine;porc;suino;豚;suínos;свинья;cerdo;0;0;1;0;0;0;0;0
swing;balançoire;swing;スイング;balanço;свинг;oscilación;0;0;0;0;0;0;0;0
swinging;balançant;oscillante;揺れる;oscilante;качающийся;balanceo;0;0;0;0;0;0;0;0
swish;bruissement;fruscio;揺れる;Swish;рассекать;silbido;0;0;0;0;0;0;0;0
switch;commutateur;interruttore;スイッチ;interruptor;переключатель;cambiar;0;0;0;0;0;0;0;0
swivel;pivot;perno;スイベル;giratório;поворотный;girar;0;0;0;0;0;0;0;0
swollen;gonflé;gonfio;腫れた;inchado;вздутый;hinchado;0;0;0;0;0;0;0;0
swoon;pâmoison;svenire;気絶;desmaio;обморок;desmayo;0;0;0;0;0;0;0;0
swoop;swoop;picchiata;急降下;swoop;налетать;redada;0;0;0;0;0;0;0;0
sword;épée;spada;剣;espada;меч;espada;0;0;0;0;0;0;0;0
syllable;syllabe;sillaba;音節;sílaba;слог;sílaba;0;0;0;0;0;0;0;0
syllabus;programme;programma;シラバス;programa de Estudos;учебный план;silaba;0;0;0;0;0;0;0;0
symbol;symbole;simbolo;シンボル;símbolo;символ;símbolo;0;0;0;0;0;0;0;0
symbolic;symbolique;simbolico;シンボリック;simbólico;символический;simbólico;0;0;0;0;0;0;0;0
symbolically;symboliquement;simbolicamente;象徴的に;simbolicamente;символически;simbólicamente;0;0;0;0;0;0;0;0
symbolism;symbolisme;simbolismo;象徴;simbolismo;символизм;simbolismo;0;0;0;0;0;0;0;0
symbolize;symboliser;simboleggiare;象徴する;simbolizar;символизировать;simbolizar;0;0;0;0;0;0;0;0
symmetric;symétrique;simmetrico;対称;simétrico;симметричный;simétrico;0;0;0;0;0;0;0;0
symmetrical;symétrique;simmetrico;対称;simétrico;симметричный;simétrico;0;0;0;0;0;0;0;0
symmetry;symétrie;simmetria;対称;simetria;симметрия;simetría;0;0;0;0;1;0;0;1
sympathetic;sympathique;comprensivo;同情的な;simpático;симпатичный;simpático;0;0;0;1;1;1;0;1
sympathize;sympathiser;simpatizzare;共感する;simpatizar;сочувствовать;compadecerse;0;0;0;0;0;1;0;0
sympathy;la sympathie;simpatia;同情;simpatia;симпатия;simpatía;0;0;0;0;0;1;0;0
symphony;symphonie;sinfonia;交響曲;sinfonia;симфония;sinfonía;0;1;0;0;1;0;0;0
symptom;symptôme;sintomo;症状;sintoma;симптом;síntoma;0;0;0;0;0;0;0;0
symptomatic;symptomatique;sintomatico;症候性の;sintomático;симптоматический;sintomático;0;0;0;0;0;0;0;0
synagogue;synagogue;sinagoga;シナゴーグ;sinagoga;синагога;sinagoga;0;0;0;0;0;0;0;0
synchronize;synchroniser;sincronizzare;同期する;sincronizar;синхронизировать;sincronizar;0;1;0;0;1;0;1;1
synchronous;synchrone;sincrono;同期;síncrono;синхронный;sincrónico;0;0;0;0;0;0;0;0
syncope;syncope;sincope;失神;síncope;обморок;síncope;0;0;0;1;0;1;1;0
syndicate;syndicat;sindacato;シンジケート;sindicato;синдикат;sindicato;0;0;0;0;0;0;0;0
synergistic;synergique;sinergico;相乗的な;sinérgico;синергистический;sinérgico;0;0;0;0;0;0;0;1
synergy;synergie;sinergia;相乗効果;sinergia;взаимодействие;sinergia;0;0;0;0;0;0;0;0
synod;synode;sinodo;会議;sínodo;синод;sínodo;0;0;0;0;0;0;0;1
synonym;synonyme;sinonimo;シノニム;sinônimo;синоним;sinónimo;0;0;0;0;0;0;0;0
synonymous;synonyme;sinonimo;同義語;sinônimo;синонимичный;sinónimo;0;0;0;1;0;0;0;1
synopsis;synopsis;sinossi;概要;sinopse;конспект;sinopsis;0;0;0;0;0;0;0;0
synoptic;synoptique;sinottica;総観念;sinóptico;синоптик;sinóptico;0;0;0;0;0;0;0;0
syntax;syntaxe;sintassi;構文;sintaxe;синтаксис;sintaxis;0;0;0;0;0;0;0;0
synthesis;la synthèse;sintesi;合成;síntese;синтез;síntesis;0;0;0;0;0;0;0;0
synthetic;synthétique;sintetico;合成;sintético;синтетический;sintético;0;0;0;0;0;0;0;0
syringe;seringue;siringa;シリンジ;seringa;шприц;jeringuilla;0;0;0;1;0;0;0;0
syrup;sirop;sciroppo;シロップ;xarope;сироп;jarabe;0;0;0;0;0;0;0;0
system;système;sistema;システム;sistema;система;sistema;0;0;0;0;0;0;0;1
systematic;systématique;sistematico;系統的;sistemática;систематическая;sistemático;0;0;0;0;0;0;0;0
systematically;systématiquement;sistematicamente;体系的に;sistematicamente;систематически;sistemáticamente;0;0;0;0;0;0;0;0
tabby;tigré;soriano;タブビー;malhado;полосатый;atigrado;0;0;0;0;0;0;0;0
tabernacle;tabernacle;tabernacolo;幕屋;tabernáculo;скиния;tabernáculo;0;0;0;0;0;0;0;0
table;table;tavolo;表;mesa;Таблица;mesa;0;0;0;0;0;0;0;0
tableau;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
tablespoon;cuillerée à soupe;cucchiaio;大さじ;colher de sopa;столовая ложка;cucharada;0;0;0;0;0;0;0;0
tablet;tablette;tavoletta;タブレット;comprimido;таблетка;tableta;0;0;0;0;0;0;0;0
tableware;vaisselle;vasellame;食器;louça;посуда;vajilla;0;0;0;0;0;0;0;0
taboo;tabou;tabù;タブー;tabu;табу;tabú;0;0;1;1;0;0;0;0
tabular;tabulaire;di tabella;表形式の;tabular;табличный;tabular;0;0;0;0;0;0;0;0
tabulate;tabuler;disporre in tabelle;表;tabular;пластинчатый;tabular;0;1;0;0;0;0;0;0
tabulation;tabulation;tabulazione;集計;tabulação;табуляция;tabulación;0;0;0;0;0;0;0;0
tachometer;tachymètre;tachimetro;タコメータ;tacômetro;тахометр;tacómetro;0;0;0;0;0;0;0;0
tacit;tacite;tacito;暗黙;tácito;подразумеваемый;tácito;0;0;0;0;0;0;0;0
tack;clouer;bordeggiare;タック;aderência;клейкость;virar;0;0;0;0;0;0;0;0
tackle;tacle;affrontare;タックル;atacar;снасти;entrada;1;0;0;0;0;0;1;0
tackling;s'attaquer;Affronto;タックル;abordando;Tackling;abordando;0;0;0;0;0;0;0;0
tacky;collant;viscoso;タッキー;brega;липкий;pegajoso;0;0;0;0;0;0;0;0
tact;tact;tatto;タクト;tato;тактичность;tacto;0;0;0;0;0;0;0;0
tactics;tactique;tattica;戦術;táticas;тактика;táctica;0;0;0;1;0;0;0;1
tactile;tactile;tattile;触覚;tátil;осязательный;táctil;0;0;0;0;0;0;0;0
taffeta;taffetas;taffettà;タフタ;tafetá;тафта;tafetán;0;0;0;0;0;0;0;0
taffy;tire;caramella mou;タフィー;taffy;ириска;caramelo;0;0;0;0;0;0;0;0
tag;marque;etichetta;タグ;etiqueta;тег;etiqueta;0;0;0;0;0;0;0;0
tail;queue;coda;尾;rabo;хвост;cola;0;0;0;0;0;0;0;0
tailed;à queue;dalla coda;テール;tailed;хвостатый;atado;0;0;0;0;0;0;0;0
tailings;résidus;sterili;テーリング;rejeitos;хвосты;relaves;0;0;0;0;0;0;0;0
tailor;tailleur;sarto;テーラー;alfaiate;портной;Sastre;0;0;0;0;0;0;0;0
tailoring;adaptation;sartoria;仕立て;costurando;портняжное дело;sastrería;0;0;0;0;0;0;0;0
taint;entacher;macchia;汚れ;mancha;зараза;mancha;0;0;0;0;0;1;0;0
taker;preneur;taker;テイカー;tomador;берущий;tomador;0;0;0;0;0;0;0;0
tale;conte;racconto;物語;conto;рассказ;cuento;0;0;0;0;0;0;0;0
talent;Talent;talento;才能;talento;талант;talento;0;0;0;0;0;0;0;0
talented;talentueux;talentuoso;才能のある;talentoso;талантливый;talentoso;0;0;0;0;0;0;0;0
talisman;talisman;talismano;お守り;talismã;талисман;talismán;0;0;0;0;0;0;0;0
talk;parler;parlare;トーク;conversa;говорить;hablar;0;0;0;0;0;0;0;0
talkative;bavard;loquace;おしゃべり;falante;разговорчивый;hablador;0;0;0;0;0;0;0;0
talker;parleur;parlatore;トーカー;falante;болтун;hablador;0;0;0;0;0;0;0;0
tall;grand;alto;背の高い;alta;высокий;alto;0;0;0;0;0;0;0;0
tallies;décomptes;conteggi;タリー;contas;бирки;recuento;0;0;0;0;0;0;0;0
tallow;suif;sego;獣脂;sebo;твердый жир;sebo;0;0;0;0;0;0;0;0
tally;pointage;conteggio;集計;contagem;число;cuenta;0;0;0;0;0;0;0;0
talons;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;1;0;0;1;0;0;0;0
tambourine;tambourin;tamburello;タンバリン;pandeiro;бубен;pandereta;0;0;0;0;0;0;0;0
taming;apprivoisement;addomesticamento;紡績;domesticando;укрощение;domadura;0;0;0;0;0;0;0;0
tan;bronzer;abbronzatura;タン;bronzeado;загар;broncearse;0;0;0;0;0;0;0;0
tandem;tandem;tandem;タンデム;tandem;тандем;tándem;0;0;0;0;0;0;0;1
tang;soie;codolo;トング;Espiga;хвостовик;Espiga;0;0;0;0;0;0;0;0
tangent;tangente;tangente;正接;tangente;касательный;tangente;0;0;0;0;0;0;0;0
tangle;enchevêtrement;groviglio;もつれ;emaranhado;запутывать;enredo;0;0;0;0;0;0;0;0
tangled;emmêlé;ingarbugliato;もつれた;emaranhado;запутанный;enredado;0;0;0;0;0;0;0;0
tank;réservoir;carro armato;タンク;tanque;бак;tanque;0;0;0;0;0;0;0;0
tanned;bronzé;abbronzato;日焼けした;bronzeada;загорелый;bronceado;0;0;0;0;0;0;0;0
tantalizing;alléchant;allettante;魅力的な;tentador;мучающий;tentador;0;1;0;0;1;0;1;0
tantamount;équivalent;equivalente;最大;tantamount;равнозначно;equivalente;0;0;0;0;0;0;0;1
tap;robinet;rubinetto;タップ;toque;нажмите;grifo;0;0;0;0;0;0;0;0
tape;ruban;nastro;テープ;fita;лента;cinta;0;0;0;0;0;0;0;0
taper;effiler;rastremazione;テーパー;cônico;конусность;afilar;0;0;0;0;0;0;0;0
tapering;dégressif;affusolato;先細り;afunilando;конусообразный;disminuyendo;0;0;0;0;0;0;0;0
tapestry;tapisserie;arazzo;タペストリー;tapeçaria;гобелен;tapiz;0;0;0;0;0;0;0;0
tar;le goudron;catrame;タール;alcatrão;деготь;alquitrán;0;0;0;0;0;0;0;0
tardiness;lenteur;ritardo;遅刻;atraso;медлительность;tardanza;0;0;0;0;0;0;0;0
tardy;tardif;tardivo;遅刻;tardia;запоздалый;tardío;0;0;0;0;0;0;0;0
target;cible;bersaglio;ターゲット;alvo;цель;objetivo;0;0;0;0;0;0;0;0
tariff;tarif;tariffa;関税;tarifa;тариф;arancel;1;0;1;0;0;0;0;0
tarnish;ternir;offuscare;変色する;manchar;потускнение;deslustre;0;0;1;0;0;1;0;0
tarry;goudronneux;tardare;タリー;tarry;медлить;alquitranado;0;0;0;0;0;0;0;0
tart;Tarte;crostata;タルト;azedo;терпкий;tarta;0;0;0;0;0;0;0;0
tartan;tartan;tartan;タータン;tartan;шотландка;tartán;0;0;0;0;0;0;0;0
tartar;tartre;tartaro;歯石;tártaro;винный камень;sarro;0;0;0;0;0;0;0;0
task;tâche;compito;仕事;tarefa;задача;tarea;0;0;0;0;0;0;0;0
tassel;gland;nappa;タッセル;borla;кисточка;borla;0;0;0;0;0;0;0;0
taste;goût;gusto;味;gosto;вкус;gusto;0;0;0;0;0;0;0;0
tasteful;de bon goût;raffinato;味わい深い;de bom gosto;со вкусом;de buen gusto;0;0;0;0;0;0;0;0
tasteless;insipide;insapore;味のない;insípido;безвкусный;insípido;0;0;1;0;0;0;0;0
tasting;dégustation;degustazione;試食;degustação;дегустация;saboreo;0;0;0;0;0;0;0;0
tasty;délicieux;gustoso;おいしい;saboroso;вкусно;sabroso;0;0;0;0;0;0;0;0
tat;tat;tat;タット;tat;тат;hacer encaje;0;0;0;0;0;0;0;0
tattoo;tatouage;tatuaggio;入れ墨;tatuagem;тату;tatuaje;0;0;0;0;0;0;0;0
taught;enseigné;insegnato;教えた;ensinado;учил;enseñó;0;0;0;0;0;0;0;1
taunt;raillerie;schernire;挑発する;provocação;шпилька;pulla;1;0;0;1;0;1;0;0
taut;tendu;teso;緊張した;tenso;тугой;tenso;0;0;0;0;0;0;0;0
tavern;taverne;taverna;居酒屋;taberna;таверна;taberna;0;0;0;0;0;0;0;0
tawny;fauve;fulvo;タウニー;taudinha;рыжевато-коричневый;leonado;0;0;1;0;0;0;0;0
tax;impôt;imposta;税金;imposto;налог;impuesto;0;0;0;0;0;1;0;0
taxicab;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
taxonomy;taxonomie;tassonomia;分類法;taxonomia;таксономия;taxonomía;0;0;0;0;0;0;0;0
tea;thé;tè;お茶;chá;чай;té;0;0;0;0;0;0;0;0
teach;apprendre;insegnare;教える;Ensinar;учат;enseñar;0;0;0;0;1;0;1;1
teacher;prof;insegnante;先生;professor;учитель;profesor;0;0;0;0;0;0;0;1
teaching;enseignement;insegnamento;教える;ensino;обучение;enseñando;0;0;0;0;0;0;0;0
team;équipe;squadra;チーム;equipe;команда;equipo;0;0;0;0;0;0;0;1
tearful;en larmes;in lacrime;涙;choroso;плачущий;lloroso;0;0;1;1;0;1;0;0
tease;taquiner;stuzzicare;からかう;provocação;дразнить;molestar;1;1;0;0;0;1;0;0
teaser;taquin;occhiolino;ティーザー;provocador;задира;rompecabezas;0;0;0;0;0;0;0;0
teasing;taquineries;stuzzicando;からかい;provocando;поддразнивания;burlas;1;0;0;1;0;0;0;0
teat;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
technical;technique;tecnico;テクニカル;técnico;технический;técnico;0;0;0;0;0;0;0;0
technicality;technicité;tecnicità;専門性;tecnicismo;формальность;tecnicismo;0;0;0;0;0;0;0;0
technician;technicien;tecnico;技術者;técnico;техник;técnico;0;0;0;0;0;0;0;0
technology;La technologie;tecnologia;技術;tecnologia;технологии;tecnología;0;0;0;0;0;0;0;0
ted;ted;ted;テッド;ted;Тед;Ted;0;0;0;0;0;0;0;0
tedious;fastidieux;noioso;退屈な;tedioso;утомительный;tedioso;0;0;0;0;0;0;0;0
